"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","GeneName","AlsoPresentInClusters","CellTypeFlag","Summary","Reactom","GeneFamily"
"973",0,1.51751458819156,0.863,0.179,0,"6","RARRES2","retinoic acid receptor responder 2","","adipocytes, megakaryocyte","This gene encodes a secreted chemotactic protein that initiates chemotaxis via the ChemR23 G protein-coupled seven-transmembrane domain ligand. Expression of this gene is upregulated by the synthetic retinoid tazarotene and occurs in a wide variety of tissues. The active protein has several roles, including that as an adipokine and as an antimicrobial protein with activity against bacteria and fungi. [provided by RefSeq, Nov 2014]","Platelet degranulation ","Endogenous ligands"
"974",0,1.51632510695568,0.869,0.119,0,"6","COL6A3","collagen type VI alpha 3 chain","","","This gene encodes the alpha-3 chain, one of the three alpha chains of type VI collagen, a beaded filament collagen found in most connective tissues. The alpha-3 chain of type VI collagen is much larger than the alpha-1 and -2 chains. This difference in size is largely due to an increase in the number of subdomains, similar to von Willebrand Factor type A domains, that are found in the amino terminal globular domain of all the alpha chains. These domains have been shown to bind extracellular matrix proteins, an interaction that explains the importance of this collagen in organizing matrix components. Mutations in the type VI collagen genes are associated with Bethlem myopathy, a rare autosomal dominant proximal myopathy with early childhood onset. Mutations in this gene are also a cause of Ullrich congenital muscular dystrophy, also referred to as Ullrich scleroatonic muscular dystrophy, an autosomal recessive congenital myopathy that is more severe than Bethlem myopathy. Multiple transcript variants have been identified, but the full-length nature of only some of these variants has been described. [provided by RefSeq, Jun 2009]","Collagen degradation; Collagen biosynthesis and modifying enzymes; Signaling by PDGF; Assembly of collagen fibrils and other multimeric structures; Integrin cell surface interactions; ECM proteoglycans; ECM proteoglycans; NCAM1 interactions; Collagen chain trimerization","Collagens"
"975",0,1.49278710426257,0.807,0.156,0,"6","CYR61","cysteine rich angiogenic inducer 61","16, 6","endothelial cells","The secreted protein encoded by this gene is growth factor-inducible and promotes the adhesion of endothelial cells. The encoded protein interacts with several integrins and with heparan sulfate proteoglycan. This protein also plays a role in cell proliferation, differentiation, angiogenesis, apoptosis, and extracellular matrix formation. [provided by RefSeq, Sep 2011]","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation","CYR61/CTGF/NOV matricellular proteins"
"976",0,1.47586808324878,0.966,0.365,0,"6","APP","amyloid beta precursor protein","","megakaryocyte, progenitor","This gene encodes a cell surface receptor and transmembrane precursor protein that is cleaved by secretases to form a number of peptides. Some of these peptides are secreted and can bind to the acetyltransferase complex APBB1/TIP60 to promote transcriptional activation, while others form the protein basis of the amyloid plaques found in the brains of patients with Alzheimer disease. In addition, two of the peptides are antimicrobial peptides, having been shown to have bacteriocidal and antifungal activities. Mutations in this gene have been implicated in autosomal dominant Alzheimer disease and cerebroarterial amyloidosis (cerebral amyloid angiopathy). Multiple transcript variants encoding several different isoforms have been found for this gene. [provided by RefSeq, Aug 2014]","Platelet degranulation ; ECM proteoglycans; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); G alpha (q) signalling events; G alpha (i) signalling events; Lysosome Vesicle Biogenesis; Formyl peptide receptors bind formyl peptides and many other ligands; TAK1 activates NFkB by phosphorylation and activation of IKKs complex; The NLRP3 inflammasome; Advanced glycosylation endproduct receptor signaling; Advanced glycosylation endproduct receptor signaling; Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models; Post-translational protein phosphorylation; TRAF6 mediated NF-kB activation; Amyloid fiber formation","Endogenous ligands"
"977",0,1.43150295706158,1,0.868,0,"6","RPL17","ribosomal protein L17","19, 6","","Ribosomes, the organelles that catalyze protein synthesis, consist of a small 40S subunit and a large 60S subunit. Together these subunits are composed of 4 RNA species and approximately 80 structurally distinct proteins. This gene encodes a ribosomal protein that is a component of the 60S subunit. The protein belongs to the L22P family of ribosomal proteins. It is located in the cytoplasm. This gene has been referred to as rpL23 because the encoded protein shares amino acid identity with ribosomal protein L23 from Halobacterium marismortui; however, its official symbol is RPL17. As is typical for genes encoding ribosomal proteins, there are multiple processed pseudogenes of this gene dispersed through the genome. Alternative splicing results in multiple transcript variants. Read-through transcription also exists between this gene and the neighboring downstream C18orf32 (chromosome 18 open reading frame 32) gene. [provided by RefSeq, Dec 2010]","L13a-mediated translational silencing of Ceruloplasmin expression; Peptide chain elongation; SRP-dependent cotranslational protein targeting to membrane; SRP-dependent cotranslational protein targeting to membrane; Viral mRNA Translation; Selenocysteine synthesis; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Eukaryotic Translation Termination; Regulation of expression of SLITs and ROBOs; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","L ribosomal proteins"
"978",0,1.41951305037718,0.98,0.742,0,"6","ZFP36","ZFP36 ring finger protein","","","Not available","Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA","Zinc fingers CCCH-type"
"979",0,1.39263891759669,0.687,0.057,0,"6","CLEC2B","C-type lectin domain family 2 member B","","lymphoid","This gene encodes a member of the C-type lectin/C-type lectin-like domain (CTL/CTLD) superfamily. Members of this family share a common protein fold and have diverse functions, such as cell adhesion, cell-cell signalling, glycoprotein turnover, and roles in inflammation and immune response. The encoded type 2 transmembrane protein may function as a cell activation antigen. An alternative splice variant has been described but its full-length sequence has not been determined. This gene is closely linked to other CTL/CTLD superfamily members on chromosome 12p13 in the natural killer gene complex region. [provided by RefSeq, Jul 2008]","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","C-type lectin domain containing"
"980",0,1.39133639630915,0.95,0.296,0,"6","CNN3","calponin 3","","","This gene encodes a protein with a markedly acidic C terminus; the basic N-terminus is highly homologous to the N-terminus of a related gene, CNN1. Members of the CNN gene family all contain similar tandemly repeated motifs. This encoded protein is associated with the cytoskeleton but is not involved in contraction. [provided by RefSeq, Jul 2008]","",""
"981",0,1.38958341548665,0.997,0.431,0,"6","IGF2","insulin like growth factor 2","18, 4, 6","megakaryocyte","This gene encodes a member of the insulin family of polypeptide growth factors, which are involved in development and growth. It is an imprinted gene, expressed only from the paternal allele, and epigenetic changes at this locus are associated with Wilms tumour, Beckwith-Wiedemann syndrome, rhabdomyosarcoma, and Silver-Russell syndrome. A read-through INS-IGF2 gene exists, whose 5' region overlaps the INS gene and the 3' region overlaps this gene. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2010]","Platelet degranulation ; Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R); IRS-related events triggered by IGF1R; SHC-related events triggered by IGF1R; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",""
"982",0,1.38798075335998,0.878,0.164,0,"6","COL4A2","collagen type IV alpha 2 chain","","","This gene encodes one of the six subunits of type IV collagen, the major structural component of basement membranes. The C-terminal portion of the protein, known as canstatin, is an inhibitor of angiogenesis and tumor growth. Like the other members of the type IV collagen gene family, this gene is organized in a head-to-head conformation with another type IV collagen gene so that each gene pair shares a common promoter. [provided by RefSeq, Jul 2008]","Collagen degradation; Collagen degradation; Extracellular matrix organization; Collagen biosynthesis and modifying enzymes; Signaling by PDGF; Assembly of collagen fibrils and other multimeric structures; Integrin cell surface interactions; Integrin cell surface interactions; Anchoring fibril formation; Crosslinking of collagen fibrils; Laminin interactions; Laminin interactions; Non-integrin membrane-ECM interactions; ECM proteoglycans; Scavenging by Class A Receptors; NCAM1 interactions; Collagen chain trimerization","Collagens"
"983",0,1.3870916482213,0.715,0.137,0,"6","MGP","matrix Gla protein","16, 6","smooth muscle cell","This gene encodes a member of the osteocalcin/matrix Gla family of proteins. The encoded vitamin K-dependent protein is secreted by chondrocytes and vascular smooth muscle cells, and functions as a physiological inhibitor of ectopic tissue calcification. Carboxylation status of the encoded protein is associated with calcification of the vasculature in human patients with cardiovascular disease and calcification of the synovial membranes in osteoarthritis patients. Mutations in this gene cause Keutel syndrome in human patients, which is characterized by abnormal cartilage calcification, peripheral pulmonary stenosis and facial hypoplasia. [provided by RefSeq, Sep 2016]","","Gla domain containing"
"984",0,1.37887375121113,0.883,0.276,0,"6","SOX4","SRY-box 4","","","This intronless gene encodes a member of the SOX (SRY-related HMG-box) family of transcription factors involved in the regulation of embryonic development and in the determination of the cell fate. The encoded protein may act as a transcriptional regulator after forming a protein complex with other proteins, such as syndecan binding protein (syntenin). The protein may function in the apoptosis pathway leading to cell death as well as to tumorigenesis and may mediate downstream effects of parathyroid hormone (PTH) and PTH-related protein (PTHrP) in bone development. The solution structure has been resolved for the HMG-box of a similar mouse protein. [provided by RefSeq, Jul 2008]","Deactivation of the beta-catenin transactivating complex","SRY-boxes"
"985",0,1.37393482857385,0.955,0.347,0,"6","TFPI","tissue factor pathway inhibitor","11, 20, 6","","This gene encodes a Kunitz-type serine protease inhibitor that regulates the tissue factor (TF)-dependent pathway of blood coagulation. The coagulation process initiates with the formation of a factor VIIa-TF complex, which proteolytically activates additional proteases (factors IX and X) and ultimately leads to the formation of a fibrin clot. The product of this gene inhibits the activated factor X and VIIa-TF proteases in an autoregulatory loop. Inhibition of the encoded protein restores hemostasis in animal models of hemophilia. This gene encodes multiple protein isoforms that differ in their inhibitory activity, specificity and cellular localization. [provided by RefSeq, Jul 2016]","Extrinsic Pathway of Fibrin Clot Formation",""
"986",0,1.34983752082798,0.75,0.092,0,"6","COLEC11","collectin subfamily member 11","4, 6","","This gene encodes a member of the collectin family of C-type lectins that possess collagen-like sequences and carbohydrate recognition domains. Collectins are secreted proteins that play important roles in the innate immune system by binding to carbohydrate antigens on microorganisms, facilitating their recognition and removal. The encoded protein binds to multiple sugars with a preference for fucose and mannose. Mutations in this gene are a cause of 3MC syndrome-2. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Dec 2011]","Lectin pathway of complement activation; Initial triggering of complement; Scavenging by Class A Receptors","Collectins|C-type lectin domain containing|Complement system activation components"
"987",0,1.34154463829027,0.867,0.157,0,"6","COL4A1","collagen type IV alpha 1 chain","4, 6","","This gene encodes a type IV collagen alpha protein. Type IV collagen proteins are integral components of basement membranes. This gene shares a bidirectional promoter with a paralogous gene on the opposite strand. The protein consists of an amino-terminal 7S domain, a triple-helix forming collagenous domain, and a carboxy-terminal non-collagenous domain. It functions as part of a heterotrimer and interacts with other extracellular matrix components such as perlecans, proteoglycans, and laminins. In addition, proteolytic cleavage of the non-collagenous carboxy-terminal domain results in a biologically active fragment known as arresten, which has anti-angiogenic and tumor suppressor properties. Mutations in this gene cause porencephaly, cerebrovascular disease, and renal and muscular defects. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2014]","Collagen degradation; Collagen degradation; Extracellular matrix organization; Collagen biosynthesis and modifying enzymes; Signaling by PDGF; Assembly of collagen fibrils and other multimeric structures; Integrin cell surface interactions; Integrin cell surface interactions; Anchoring fibril formation; Crosslinking of collagen fibrils; Laminin interactions; Laminin interactions; Non-integrin membrane-ECM interactions; ECM proteoglycans; Scavenging by Class A Receptors; NCAM1 interactions; Collagen chain trimerization","Collagens"
"988",0,1.33790406949921,0.937,0.365,0,"6","SLC2A1","solute carrier family 2 member 1","14, 18, 6","","This gene encodes a major glucose transporter in the mammalian blood-brain barrier. The encoded protein is found primarily in the cell membrane and on the cell surface, where it can also function as a receptor for human T-cell leukemia virus (HTLV) I and II. Mutations in this gene have been found in a family with paroxysmal exertion-induced dyskinesia. [provided by RefSeq, Apr 2013]","Cellular hexose transport; Vitamin C (ascorbate) metabolism; Regulation of insulin secretion; Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1); Lactose synthesis","Solute carriers"
"989",0,1.3305497138045,1,0.913,0,"6","AC090498.1","AC090498.1","","","AC090498.1","AC090498.1","AC090498.1"
"990",0,1.31186712312967,0.978,0.576,0,"6","WBP5","WBP5","","","WBP5","WBP5","WBP5"
"991",0,1.28898841404583,0.984,0.676,0,"6","LAPTM4A","lysosomal protein transmembrane 4 alpha","","","This gene encodes a protein that has four predicted transmembrane domains. The function of this gene has not yet been determined; however, studies in the mouse homolog suggest a role in the transport of small molecules across endosomal and lysosomal membranes. [provided by RefSeq, Jul 2008]","",""
"992",0,1.27909694657361,0.564,0.074,0,"6","CXCL14","C-X-C motif chemokine ligand 14","","dendritic cell, macrophage, monocyte, neutrophil granulocyte","This antimicrobial gene belongs to the cytokine gene family which encode secreted proteins involved in immunoregulatory and inflammatory processes. The protein encoded by this gene is structurally related to the CXC (Cys-X-Cys) subfamily of cytokines. Members of this subfamily are characterized by two cysteines separated by a single amino acid. This cytokine displays chemotactic activity for monocytes but not for lymphocytes, dendritic cells, neutrophils or macrophages. It has been implicated that this cytokine is involved in the homeostasis of monocyte-derived macrophages rather than in inflammation. [provided by RefSeq, Sep 2014]","","Chemokine ligands"
"993",0,1.27167670241297,0.841,0.174,0,"6","FSTL1","follistatin like 1","","","This gene encodes a protein with similarity to follistatin, an activin-binding protein. It contains an FS module, a follistatin-like sequence containing 10 conserved cysteine residues. This gene product is thought to be an autoantigen associated with rheumatoid arthritis. [provided by RefSeq, Jul 2008]","Signaling by BMP; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation","SPARC family"
"994",0,1.25562114773384,0.788,0.151,0,"6","PLOD2","procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","","","The protein encoded by this gene is a membrane-bound homodimeric enzyme that is localized to the cisternae of the rough endoplasmic reticulum. The enzyme (cofactors iron and ascorbate) catalyzes the hydroxylation of lysyl residues in collagen-like peptides. The resultant hydroxylysyl groups are attachment sites for carbohydrates in collagen and thus are critical for the stability of intermolecular crosslinks. Some patients with Ehlers-Danlos syndrome type VIB have deficiencies in lysyl hydroxylase activity. Mutations in the coding region of this gene are associated with Bruck syndrome. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]","Collagen biosynthesis and modifying enzymes",""
"995",0,1.2351476020753,0.853,0.399,0,"6","SERTAD1","SERTA domain containing 1","","","Not available","",""
"996",0,1.22969367304085,0.992,0.712,0,"6","SEPP1","SEPP1","2, 6","","SEPP1","SEPP1","SEPP1"
"997",0,1.22442225327512,0.771,0.193,0,"6","GEM","GTP binding protein overexpressed in skeletal muscle","","","The protein encoded by this gene belongs to the RAD/GEM family of GTP-binding proteins. It is associated with the inner face of the plasma membrane and could play a role as a regulatory protein in receptor-mediated signal transduction. Alternative splicing occurs at this locus and two transcript variants encoding the same protein have been identified. [provided by RefSeq, Jul 2008]","","RGK type GTPase family"
"998",0,1.2213463653642,0.689,0.08,0,"6","MFAP2","microfibril associated protein 2","","","Microfibrillar-associated protein 2 is a major antigen of elastin-associated microfibrils and a candidate for involvement in the etiology of inherited connective tissue diseases. Four transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Sep 2008]","Elastic fibre formation; Molecules associated with elastic fibres; Molecules associated with elastic fibres",""
"999",0,1.21945209264296,0.678,0.153,0,"6","ERRFI1","ERBB receptor feedback inhibitor 1","","","ERRFI1 is a cytoplasmic protein whose expression is upregulated with cell growth (Wick et al., 1995 [PubMed 7641805]). It shares significant homology with the protein product of rat gene-33, which is induced during cell stress and mediates cell signaling (Makkinje et al., 2000 [PubMed 10749885]; Fiorentino et al., 2000 [PubMed 11003669]).[supplied by OMIM, Mar 2008]","",""
"1000",9.8004196671787e-306,1.29702253997279,0.781,0.298,2.26154484239816e-301,"6","IRF1","interferon regulatory factor 1","","megakaryocyte","The protein encoded by this gene is a transcriptional regulator and tumor suppressor, serving as an activator of genes involved in both innate and acquired immune responses. The encoded protein activates the transcription of genes involved in the body's response to viruses and bacteria, playing a role in cell proliferation, apoptosis, the immune response, and DNA damage response. This protein represses the transcription of several other genes. As a tumor suppressor, it both suppresses tumor cell growth and stimulates an immune response against tumor cells. Defects in this gene have been associated with gastric cancer, myelogenous leukemia, and lung cancer. [provided by RefSeq, Aug 2017]","Interferon gamma signaling; Interferon alpha/beta signaling; Factors involved in megakaryocyte development and platelet production",""
"1001",0,1.28961689777363,0.968,0.409,0,"7","TOP2A","DNA topoisomerase II alpha","10, 7","","This gene encodes a DNA topoisomerase, an enzyme that controls and alters the topologic states of DNA during transcription. This nuclear enzyme is involved in processes such as chromosome condensation, chromatid separation, and the relief of torsional stress that occurs during DNA transcription and replication. It catalyzes the transient breaking and rejoining of two strands of duplex DNA which allows the strands to pass through one another, thus altering the topology of DNA. Two forms of this enzyme exist as likely products of a gene duplication event. The gene encoding this form, alpha, is localized to chromosome 17 and the beta gene is localized to chromosome 3. The gene encoding this enzyme functions as the target for several anticancer agents and a variety of mutations in this gene have been associated with the development of drug resistance. Reduced activity of this enzyme may also play a role in ataxia-telangiectasia. [provided by RefSeq, Jul 2010]","Transcription of E2F targets under negative control by DREAM complex; SUMOylation of DNA replication proteins; SUMOylation of DNA replication proteins","Topoisomerases"
"1002",9.03871068156244e-277,0.707307717416244,0.801,0.255,2.08577287687735e-272,"7","MKI67","marker of proliferation Ki-67","10, 7","","This gene encodes a nuclear protein that is associated with and may be necessary for cellular proliferation. Alternatively spliced transcript variants have been described. A related pseudogene exists on chromosome X. [provided by RefSeq, Mar 2009]","","Protein phosphatase 1 regulatory subunits"
"1003",5.86436479711442e-272,0.922086288396297,1,0.843,1.35326082058212e-267,"7","H2AFZ","H2A histone family member Z","10, 7, 9","hematopoietic stem cell, megakaryocyte","Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Nucleosomes consist of approximately 146 bp of DNA wrapped around a histone octamer composed of pairs of each of the four core histones (H2A, H2B, H3, and H4). The chromatin fiber is further compacted through the interaction of a linker histone, H1, with the DNA between the nucleosomes to form higher order chromatin structures. This gene encodes a replication-independent member of the histone H2A family that is distinct from other members of the family. Studies in mice have shown that this particular histone is required for embryonic development and indicate that lack of functional histone H2A leads to embryonic lethality. [provided by RefSeq, Jul 2008]","Meiotic synapsis; Packaging Of Telomere Ends; Pre-NOTCH Transcription and Translation; Formation of the beta-catenin:TCF transactivating complex; Formation of the beta-catenin:TCF transactivating complex; PRC2 methylates histones and DNA; Condensation of Prophase Chromosomes; Oxidative Stress Induced Senescence; Senescence-Associated Secretory Phenotype (SASP); DNA Damage/Telomere Stress Induced Senescence; RMTs methylate histone arginines; SIRT1 negatively regulates rRNA expression; ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression; NoRC negatively regulates rRNA expression; NoRC negatively regulates rRNA expression; B-WICH complex positively regulates rRNA expression; DNA methylation; Transcriptional regulation by small RNAs; Activation of anterior HOX genes in hindbrain development during early embryogenesis; Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3; Deposition of new CENPA-containing nucleosomes at the centromere; RNA Polymerase I Promoter Opening; RNA Polymerase I Chain Elongation; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Estrogen-dependent gene expression; Meiotic recombination; Amyloid fiber formation","Histones"
"1004",2.37908990147276e-243,0.641289355555811,1,0.895,5.48998785663853e-239,"7","COX8A","cytochrome c oxidase subunit 8A","","","The protein encoded by this gene is the terminal enzyme of the respiratory chain, coupling the transfer of electrons from cytochrome c to molecular oxygen, with the concomitant production of a proton electrochemical gradient across the inner mitochondrial membrane. In addition to 3 mitochondrially encoded subunits, which perform the catalytic function, the eukaryotic enzyme contains nuclear-encoded smaller subunits, ranging in number from 4 in some organisms to 10 in mammals. It has been proposed that nuclear-encoded subunits may be involved in the modulation of the catalytic function. This gene encodes one of the nuclear-encoded subunits. [provided by RefSeq, Jul 2008]","TP53 Regulates Metabolic Genes; Respiratory electron transport","Mitochondrial complex IV: cytochrome c oxidase subunits"
"1005",1.23470041855031e-239,0.765941713596458,1,0.889,2.84919468584669e-235,"7","TUBA1B","tubulin alpha 1b","10, 7","","Not available","Translocation of SLC2A4 (GLUT4) to the plasma membrane; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane; Gap junction assembly; MHC class II antigen presentation; Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; HSP90 chaperone cycle for steroid hormone receptors (SHR); Recruitment of NuMA to mitotic centrosomes; Formation of tubulin folding intermediates by CCT/TriC; Post-chaperonin tubulin folding pathway; Recycling pathway of L1; Recycling pathway of L1; Hedgehog 'off' state; Cilium Assembly; Intraflagellar transport; RHO GTPases activate IQGAPs; RHO GTPases Activate Formins; COPI-mediated anterograde transport; COPI-dependent Golgi-to-ER retrograde traffic; COPI-independent Golgi-to-ER retrograde traffic; Mitotic Prometaphase; The role of GTSE1 in G2/M progression after G2 checkpoint; Carboxyterminal post-translational modifications of tubulin; Carboxyterminal post-translational modifications of tubulin; Kinesins","Tubulins"
"1006",4.05889608477888e-229,0.713554592016324,0.842,0.336,9.36630860523575e-225,"7","CDK1","cyclin dependent kinase 1","10, 7","cdc, conventional dendritic cell","The protein encoded by this gene is a member of the Ser/Thr protein kinase family. This protein is a catalytic subunit of the highly conserved protein kinase complex known as M-phase promoting factor (MPF), which is essential for G1/S and G2/M phase transitions of eukaryotic cell cycle. Mitotic cyclins stably associate with this protein and function as regulatory subunits. The kinase activity of this protein is controlled by cyclin accumulation and destruction through the cell cycle. The phosphorylation and dephosphorylation of this protein also play important regulatory roles in cell cycle control. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2009]","MAPK3 (ERK1) activation; E2F-enabled inhibition of pre-replication complex formation; Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1; Golgi Cisternae Pericentriolar Stack Reorganization; Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes; APC/C:Cdc20 mediated degradation of Cyclin B; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Regulation of APC/C activators between G1/S and early anaphase; Phosphorylation of the APC/C; Phosphorylation of Emi1; Condensation of Prophase Chromosomes; MASTL Facilitates Mitotic Progression; Resolution of Sister Chromatid Cohesion; Condensation of Prometaphase Chromosomes; Regulation of PLK1 Activity at G2/M Transition; Activation of NIMA Kinases NEK9, NEK6, NEK7; Nuclear Pore Complex (NPC) Disassembly; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Loss of proteins required for interphase microtubule organization from the centrosome; Recruitment of NuMA to mitotic centrosomes; Depolymerisation of the Nuclear Lamina; Activation of E2F1 target genes at G1/S; Activation of E2F1 target genes at G1/S; Anchoring of the basal body to the plasma membrane; MAPK6/MAPK4 signaling; Ovarian tumor domain proteases; TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest; Regulation of TP53 Degradation; Mitotic Prophase; Cyclin A/B1/B2 associated events during G2/M transition; Cyclin A/B1/B2 associated events during G2/M transition; G2/M DNA replication checkpoint; Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex; The role of GTSE1 in G2/M progression after G2 checkpoint; AURKA Activation by TPX2; Transcriptional regulation by RUNX2","Cyclin dependent kinases"
"1007",3.95700502771062e-226,0.749778783659688,0.907,0.376,9.13118480194503e-222,"7","TMIGD3","transmembrane and immunoglobulin domain containing 3","0, 1, 7","","This gene encodes a transmembrane and immunoglobulin domain-containing protein. Alternative splicing results in multiple transcript variants, one of which shares its 5' terminal exon with that of the overlapping adenosine A3 receptor gene (GeneID:140), thus resulting in a fusion product. [provided by RefSeq, Nov 2014]","",""
"1008",2.27229302863803e-225,0.639451982481897,1,0.93,5.24354339288511e-221,"7","PFN1","profilin 1","","megakaryocyte","This gene encodes a member of the profilin family of small actin-binding proteins. The encoded protein plays an important role in actin dynamics by regulating actin polymerization in response to extracellular signals. Deletion of this gene is associated with Miller-Dieker syndrome, and the encoded protein may also play a role in Huntington disease. Multiple pseudogenes of this gene are located on chromosome 1. [provided by RefSeq, Jul 2012]","Platelet degranulation ; Signaling by ROBO receptors; PCP/CE pathway; RHO GTPases Activate Formins; RHO GTPases Activate Formins",""
"1009",3.22650701902506e-225,0.74806506093482,1,0.877,7.44548759710223e-221,"7","HMGN2","high mobility group nucleosomal binding domain 2","10, 7","","The protein encoded by this gene binds nucleosomal DNA and is associated with transcriptionally active chromatin. Along with a similar protein, HMGN1, the encoded protein may help maintain an open chromatin configuration around transcribable genes. The protein has also been found to have antimicrobial activity against bacteria, viruses and fungi. [provided by RefSeq, Oct 2014]","","Canonical high mobility group"
"1010",3.71368254876267e-222,0.664317078267802,1,0.912,8.56969384952474e-218,"7","AP2S1","adaptor related protein complex 2 subunit sigma 1","0, 7","","One of two major clathrin-associated adaptor complexes, AP-2, is a heterotetramer which is associated with the plasma membrane. This complex is composed of two large chains, a medium chain, and a small chain. This gene encodes the small chain of this complex. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2014]","Nef Mediated CD4 Down-regulation; Retrograde neurotrophin signalling; Retrograde neurotrophin signalling; Nef Mediated CD8 Down-regulation; MHC class II antigen presentation; EPH-ephrin mediated repulsion of cells; Trafficking of GluR2-containing AMPA receptors; Recycling pathway of L1; Recycling pathway of L1; WNT5A-dependent internalization of FZD4; WNT5A-dependent internalization of FZD2, FZD5 and ROR2; Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis; VLDLR internalisation and degradation; LDL clearance",""
"1011",4.99717873227345e-219,0.693547386579555,0.999,0.863,1.15314896425942e-214,"7","TUBB","tubulin beta class I","10, 7","neutrophil granulocyte","This gene encodes a beta tubulin protein. This protein forms a dimer with alpha tubulin and acts as a structural component of microtubules. Mutations in this gene cause cortical dysplasia, complex, with other brain malformations 6. Alternative splicing results in multiple splice variants. There are multiple pseudogenes for this gene on chromosomes 1, 6, 7, 8, 9, and 13. [provided by RefSeq, Jun 2014]","Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Loss of proteins required for interphase microtubule organization from the centrosome; Recruitment of NuMA to mitotic centrosomes; Anchoring of the basal body to the plasma membrane; Neutrophil degranulation; AURKA Activation by TPX2","Tubulins"
